Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
13063362,TOTENV_5,COUNTRY,AFG,YEAR,2012,,,,,,,,,26,0.26,,,,2016-03-09T14:07:24Z,2012,2012-01-01,2012-12-31
13063363,TOTENV_5,COUNTRY,ARM,YEAR,2012,,,,,,,,,21,0.21,,,,2016-03-09T14:07:24Z,2012,2012-01-01,2012-12-31
13063364,TOTENV_5,COUNTRY,AUT,YEAR,2012,,,,,,,,,12,0.12,,,,2016-03-09T14:07:24Z,2012,2012-01-01,2012-12-31
13063745,TOTENV_5,COUNTRY,ALB,YEAR,2012,,,,,,,,,23,0.23,,,,2016-03-09T14:07:38Z,2012,2012-01-01,2012-12-31
13063758,TOTENV_5,COUNTRY,ATG,YEAR,2012,,,,,,,,,12,0.12,,,,2016-03-09T14:07:38Z,2012,2012-01-01,2012-12-31
13063759,TOTENV_5,COUNTRY,BOL,YEAR,2012,,,,,,,,,18,0.18,,,,2016-03-09T14:07:38Z,2012,2012-01-01,2012-12-31
13063760,TOTENV_5,COUNTRY,CPV,YEAR,2012,,,,,,,,,21,0.21,,,,2016-03-09T14:07:38Z,2012,2012-01-01,2012-12-31
13063761,TOTENV_5,COUNTRY,FJI,YEAR,2012,,,,,,,,,15,0.15,,,,2016-03-09T14:07:38Z,2012,2012-01-01,2012-12-31
13063762,TOTENV_5,COUNTRY,GMB,YEAR,2012,,,,,,,,,23,0.23,,,,2016-03-09T14:07:38Z,2012,2012-01-01,2012-12-31
13063763,TOTENV_5,COUNTRY,HTI,YEAR,2012,,,,,,,,,23,0.23,,,,2016-03-09T14:07:38Z,2012,2012-01-01,2012-12-31
13063764,TOTENV_5,COUNTRY,KEN,YEAR,2012,,,,,,,,,22,0.22,,,,2016-03-09T14:07:38Z,2012,2012-01-01,2012-12-31
13063765,TOTENV_5,COUNTRY,NER,YEAR,2012,,,,,,,,,28,0.28,,,,2016-03-09T14:07:39Z,2012,2012-01-01,2012-12-31
13063766,TOTENV_5,COUNTRY,RUS,YEAR,2012,,,,,,,,,17,0.17,,,,2016-03-09T14:07:39Z,2012,2012-01-01,2012-12-31
13063767,TOTENV_5,COUNTRY,TTO,YEAR,2012,,,,,,,,,10,0.1,,,,2016-03-09T14:07:39Z,2012,2012-01-01,2012-12-31
13063768,TOTENV_5,COUNTRY,WSM,YEAR,2012,,,,,,,,,15,0.15,,,,2016-03-09T14:07:39Z,2012,2012-01-01,2012-12-31
13063817,TOTENV_5,COUNTRY,BGR,YEAR,2012,,,,,,,,,17,0.17,,,,2016-03-09T14:07:40Z,2012,2012-01-01,2012-12-31
13063818,TOTENV_5,COUNTRY,BRA,YEAR,2012,,,,,,,,,15,0.15,,,,2016-03-09T14:07:40Z,2012,2012-01-01,2012-12-31
13063819,TOTENV_5,COUNTRY,CHN,YEAR,2012,,,,,,,,,30,0.3,,,,2016-03-09T14:07:40Z,2012,2012-01-01,2012-12-31
13063820,TOTENV_5,COUNTRY,DMA,YEAR,2012,,,,,,,,,13,0.13,,,,2016-03-09T14:07:40Z,2012,2012-01-01,2012-12-31
13063821,TOTENV_5,COUNTRY,DOM,YEAR,2012,,,,,,,,,19,0.19,,,,2016-03-09T14:07:40Z,2012,2012-01-01,2012-12-31
13063822,TOTENV_5,COUNTRY,ETH,YEAR,2012,,,,,,,,,22,0.22,,,,2016-03-09T14:07:40Z,2012,2012-01-01,2012-12-31
13063823,TOTENV_5,COUNTRY,FRA,YEAR,2012,,,,,,,,,11,0.11,,,,2016-03-09T14:07:40Z,2012,2012-01-01,2012-12-31
13063824,TOTENV_5,COUNTRY,GHA,YEAR,2012,,,,,,,,,23,0.23,,,,2016-03-09T14:07:40Z,2012,2012-01-01,2012-12-31
13063825,TOTENV_5,COUNTRY,GIN,YEAR,2012,,,,,,,,,24,0.24,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063826,TOTENV_5,COUNTRY,GUY,YEAR,2012,,,,,,,,,18,0.18,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063827,TOTENV_5,COUNTRY,IRQ,YEAR,2012,,,,,,,,,21,0.21,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063828,TOTENV_5,COUNTRY,ISL,YEAR,2012,,,,,,,,,9,0.09,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063829,TOTENV_5,COUNTRY,LBR,YEAR,2012,,,,,,,,,24,0.24,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063830,TOTENV_5,COUNTRY,MLI,YEAR,2012,,,,,,,,,27,0.27,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063831,TOTENV_5,COUNTRY,NGA,YEAR,2012,,,,,,,,,24,0.24,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063832,TOTENV_5,COUNTRY,NZL,YEAR,2012,,,,,,,,,11,0.11,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063833,TOTENV_5,COUNTRY,OMN,YEAR,2012,,,,,,,,,17,0.17,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063834,TOTENV_5,COUNTRY,RWA,YEAR,2012,,,,,,,,,24,0.24,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063835,TOTENV_5,COUNTRY,USA,YEAR,2012,,,,,,,,,11,0.11,,,,2016-03-09T14:07:41Z,2012,2012-01-01,2012-12-31
13063921,TOTENV_5,COUNTRY,AND,YEAR,2012,,,,,,,,,11,0.11,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063922,TOTENV_5,COUNTRY,BLZ,YEAR,2012,,,,,,,,,13,0.13,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063923,TOTENV_5,COUNTRY,BWA,YEAR,2012,,,,,,,,,18,0.18,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063924,TOTENV_5,COUNTRY,COD,YEAR,2012,,,,,,,,,27,0.27,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063925,TOTENV_5,COUNTRY,COG,YEAR,2012,,,,,,,,,25,0.25,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063926,TOTENV_5,COUNTRY,IND,YEAR,2012,,,,,,,,,30,0.3,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063927,TOTENV_5,COUNTRY,IRN,YEAR,2012,,,,,,,,,22,0.22,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063928,TOTENV_5,COUNTRY,JOR,YEAR,2012,,,,,,,,,18,0.18,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063929,TOTENV_5,COUNTRY,LAO,YEAR,2012,,,,,,,,,32,0.32,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063930,TOTENV_5,COUNTRY,LVA,YEAR,2012,,,,,,,,,15,0.15,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063931,TOTENV_5,COUNTRY,MRT,YEAR,2012,,,,,,,,,23,0.23,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063932,TOTENV_5,COUNTRY,MUS,YEAR,2012,,,,,,,,,11,0.11,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063933,TOTENV_5,COUNTRY,PRT,YEAR,2012,,,,,,,,,11,0.11,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13063934,TOTENV_5,COUNTRY,ZWE,YEAR,2012,,,,,,,,,19,0.19,,,,2016-03-09T14:07:44Z,2012,2012-01-01,2012-12-31
13064001,TOTENV_5,COUNTRY,AUS,YEAR,2012,,,,,,,,,10,0.1,,,,2016-03-09T14:07:46Z,2012,2012-01-01,2012-12-31
13064002,TOTENV_5,COUNTRY,COM,YEAR,2012,,,,,,,,,25,0.25,,,,2016-03-09T14:07:46Z,2012,2012-01-01,2012-12-31
13064003,TOTENV_5,COUNTRY,GNB,YEAR,2012,,,,,,,,,24,0.24,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064004,TOTENV_5,COUNTRY,HND,YEAR,2012,,,,,,,,,20,0.2,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064005,TOTENV_5,COUNTRY,ISR,YEAR,2012,,,,,,,,,12,0.12,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064006,TOTENV_5,COUNTRY,ITA,YEAR,2012,,,,,,,,,13,0.13,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064007,TOTENV_5,COUNTRY,KIR,YEAR,2012,,,,,,,,,15,0.15,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064008,TOTENV_5,COUNTRY,LBN,YEAR,2012,,,,,,,,,19,0.19,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064009,TOTENV_5,COUNTRY,LBY,YEAR,2012,,,,,,,,,19,0.19,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064010,TOTENV_5,COUNTRY,MCO,YEAR,2012,,,,,,,,,8,0.08,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064011,TOTENV_5,COUNTRY,MDA,YEAR,2012,,,,,,,,,21,0.21,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064012,TOTENV_5,COUNTRY,MDG,YEAR,2012,,,,,,,,,26,0.26,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064013,TOTENV_5,COUNTRY,NAM,YEAR,2012,,,,,,,,,19,0.19,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064014,TOTENV_5,COUNTRY,NRU,YEAR,2012,,,,,,,,,12,0.12,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064015,TOTENV_5,COUNTRY,POL,YEAR,2012,,,,,,,,,16,0.16,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064016,TOTENV_5,COUNTRY,URY,YEAR,2012,,,,,,,,,10,0.1,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064017,TOTENV_5,COUNTRY,YEM,YEAR,2012,,,,,,,,,19,0.19,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064018,TOTENV_5,COUNTRY,ZMB,YEAR,2012,,,,,,,,,23,0.23,,,,2016-03-09T14:07:47Z,2012,2012-01-01,2012-12-31
13064083,TOTENV_5,COUNTRY,CAF,YEAR,2012,,,,,,,,,25,0.25,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064084,TOTENV_5,COUNTRY,ERI,YEAR,2012,,,,,,,,,24,0.24,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064085,TOTENV_5,COUNTRY,EST,YEAR,2012,,,,,,,,,13,0.13,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064086,TOTENV_5,COUNTRY,GEO,YEAR,2012,,,,,,,,,25,0.25,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064087,TOTENV_5,COUNTRY,GNQ,YEAR,2012,,,,,,,,,24,0.24,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064088,TOTENV_5,COUNTRY,JAM,YEAR,2012,,,,,,,,,14,0.14,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064089,TOTENV_5,COUNTRY,KAZ,YEAR,2012,,,,,,,,,20,0.2,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064090,TOTENV_5,COUNTRY,KOR,YEAR,2012,,,,,,,,,14,0.14,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064091,TOTENV_5,COUNTRY,PAN,YEAR,2012,,,,,,,,,14,0.14,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064092,TOTENV_5,COUNTRY,PER,YEAR,2012,,,,,,,,,16,0.16,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064093,TOTENV_5,COUNTRY,SUR,YEAR,2012,,,,,,,,,16,0.16,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064094,TOTENV_5,COUNTRY,VEN,YEAR,2012,,,,,,,,,18,0.18,,,,2016-03-09T14:07:50Z,2012,2012-01-01,2012-12-31
13064159,TOTENV_5,COUNTRY,AZE,YEAR,2012,,,,,,,,,21,0.21,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064160,TOTENV_5,COUNTRY,BEL,YEAR,2012,,,,,,,,,12,0.12,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064161,TOTENV_5,COUNTRY,BHS,YEAR,2012,,,,,,,,,9,0.09,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064162,TOTENV_5,COUNTRY,ECU,YEAR,2012,,,,,,,,,16,0.16,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064163,TOTENV_5,COUNTRY,EGY,YEAR,2012,,,,,,,,,19,0.19,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064164,TOTENV_5,COUNTRY,GBR,YEAR,2012,,,,,,,,,12,0.12,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064165,TOTENV_5,COUNTRY,HUN,YEAR,2012,,,,,,,,,17,0.17,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064166,TOTENV_5,COUNTRY,KWT,YEAR,2012,,,,,,,,,20,0.2,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064167,TOTENV_5,COUNTRY,LTU,YEAR,2012,,,,,,,,,15,0.15,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064168,TOTENV_5,COUNTRY,LUX,YEAR,2012,,,,,,,,,11,0.11,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064169,TOTENV_5,COUNTRY,MOZ,YEAR,2012,,,,,,,,,23,0.23,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064170,TOTENV_5,COUNTRY,PAK,YEAR,2012,,,,,,,,,25,0.25,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064171,TOTENV_5,COUNTRY,ROU,YEAR,2012,,,,,,,,,19,0.19,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064172,TOTENV_5,COUNTRY,SLV,YEAR,2012,,,,,,,,,17,0.17,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
13064173,TOTENV_5,COUNTRY,VCT,YEAR,2012,,,,,,,,,15,0.15,,,,2016-03-09T14:07:52Z,2012,2012-01-01,2012-12-31
14894390,TOTENV_5,REGION,OECD_NON_AFR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,23,23,,,,2016-09-29T15:47:38Z,2012,2012-01-01,2012-12-31
14894391,TOTENV_5,REGION,GLOBAL,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,23,23,,,,2016-09-29T15:47:38Z,2012,2012-01-01,2012-12-31
14894392,TOTENV_5,REGION,OECD_NON_SEAR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,28,28,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
14894393,TOTENV_5,REGION,GLOBAL,YEAR,2012,AGEGROUP,YEARS0-4,,,,,,,26,26,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
14894397,TOTENV_5,REGION,OECD_HII_EUR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,12,12,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
14894398,TOTENV_5,REGION,OECD_HII_AMR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,11,11,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
14894399,TOTENV_5,REGION,OECD_NON_EMR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,22,22,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
14894400,TOTENV_5,REGION,OECD_NON_WPR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,29,29,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
14894401,TOTENV_5,REGION,OECD_HII_WPR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,11,11,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
14894403,TOTENV_5,REGION,OECD_NON_AMR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,15,15,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
14894404,TOTENV_5,REGION,OECD_NON_EUR,YEAR,2012,AGEGROUP,YEARSALL,,,,,,,18,18,,,,2016-09-29T15:47:39Z,2012,2012-01-01,2012-12-31
